step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,mor_aux_loss,mor_router_accuracy,mean_recursions_per_token,estimated_block_flops,estimated_flops_vs_full_dense,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_4_density,layer_5_density,layer_6_density,layer_7_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability,layer_4_soft_probability,layer_5_soft_probability,layer_6_soft_probability,layer_7_soft_probability,recursion_1_utilization,recursion_1_soft_utilization,recursion_2_utilization,recursion_2_soft_utilization,recursion_3_utilization,recursion_3_soft_utilization
700,train,2.252373695373535,9.510283581170413,0.333740234375,,,,2.2539892196655273,0.0,0.0,0.75,0.6087925434112549,0.748046875,5.984375,0.748046875,0.251953125,0.6377864480018616,0.01,2.6858205795288086,0.005862850695848465,2.685814142227173,2871296,0.3193947500549257,12824.255875513354,,1.615604281425476,0.7772977948188782,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.601348340511322,0.601348340511322,0.5987414121627808,0.5987414121627808,0.23508033156394958,0.23508033156394958,1.0,1.0,0.601348340511322,0.6640625,0.5987414121627808,0.328125,0.23508033156394958
720,train,2.23980712890625,9.391519760064666,0.3359375,,,,2.241441488265991,0.0,0.0,0.75,0.6011282205581665,0.748046875,5.984375,0.748046875,0.251953125,0.6464757919311523,0.01,2.0449118614196777,0.013087444007396698,2.044870138168335,2953216,0.3482692497782409,11761.015371320069,,1.6344293355941772,0.7956992983818054,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.583390474319458,0.583390474319458,0.57562255859375,0.57562255859375,0.24549981951713562,0.24549981951713562,1.0,1.0,0.583390474319458,0.6640625,0.57562255859375,0.328125,0.24549981951713562
740,train,2.2178502082824707,9.187558283328418,0.340576171875,,,,2.2194888591766357,0.0,0.0,0.75,0.5967564582824707,0.748046875,5.984375,0.748046875,0.251953125,0.6391550898551941,0.01,1.9660669565200806,0.00996769592165947,1.9660416841506958,3035136,0.32577445916831493,12573.115800596746,,1.638550043106079,0.789387047290802,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5778866410255432,0.5778866410255432,0.5760984420776367,0.5760984420776367,0.23304083943367004,0.23304083943367004,1.0,1.0,0.5778866410255432,0.6640625,0.5760984420776367,0.328125,0.23304083943367004
760,train,2.2082343101501465,9.099635066626393,0.32568359375,,,,2.209794759750366,0.0,0.0,0.75,0.6154223680496216,0.748046875,5.984375,0.748046875,0.251953125,0.6268725395202637,0.01,2.2261691093444824,0.007913651876151562,2.2261548042297363,3117056,0.3308326657861471,12380.881405005173,,1.5604565143585205,0.7834405899047852,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6218307018280029,0.6218307018280029,0.6146019697189331,0.6146019697189331,0.2252567708492279,0.2252567708492279,1.0,1.0,0.6218307018280029,0.6640625,0.6146019697189331,0.328125,0.2252567708492279
780,train,2.2287049293518066,9.287829891431114,0.337158203125,,,,2.230311393737793,0.0,0.0,0.75,0.59828120470047,0.748046875,5.984375,0.748046875,0.251953125,0.6252451539039612,0.01,2.479811191558838,0.010652960278093815,2.479788303375244,3198976,0.32249441696330905,12700.99507014415,,1.606400489807129,0.7851226925849915,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6080491542816162,0.6080491542816162,0.5766478180885315,0.5766478180885315,0.20842790603637695,0.20842790603637695,1.0,1.0,0.6080491542816162,0.6640625,0.5766478180885315,0.328125,0.20842790603637695
799,validation,,,,2.248156952857971,9.470265596124442,0.3418212890625,,1.2787283599376678,,0.75,0.6110661059617997,0.6905487060546875,5.5243896484375,0.6905487060546875,0.3094512939453125,0.6224226027727127,,,,,,,,6.4975855415686965,1.5328332245349885,0.8056217491626739,1.7621947526931763,505995924.3544159,0.6854478938395542,1.0,1.0,1.0,0.7289184331893921,0.7289184331893921,0.03327636793255806,0.03327636793255806,1.0,1.0,0.6218666434288025,0.6218666434288025,0.5907542109489441,0.5907542109489441,0.23164363205432892,0.23164363205432892,1.0,1.0,0.6218666434288025,0.7289184331893921,0.5907542109489441,0.03327636793255806,0.23164363205432892
799,validation_oracle_topk,,,,2.2436410069465635,9.427594810922812,0.34271240234375,,0.6207275390625,,0.75,0.6043670147657394,0.748046875,5.984375,0.748046875,0.251953125,0.620866334438324,,,,,,,,3.311840625014156,1.5837932705879212,0.7859358489513397,1.9921875,544852224.0,0.7380846196954901,,,,,,,,,,,,,,,,,1.0,0.6218666434288025,0.6640625,0.5907542109489441,0.328125,0.20484724640846252
800,train,2.1848320960998535,8.88915590411875,0.3642578125,,,,2.186431646347046,0.0,0.0,0.75,0.6038790345191956,0.748046875,5.984375,0.748046875,0.251953125,0.6215202212333679,0.01,2.5540711879730225,0.010350351221859455,2.5540504455566406,3280896,0.45290216617286205,9043.895803396652,,1.5996081829071045,0.7773035168647766,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6184830069541931,0.6184830069541931,0.5915082693099976,0.5915082693099976,0.20552459359169006,0.20552459359169006,1.0,1.0,0.6184830069541931,0.6640625,0.5915082693099976,0.328125,0.20552459359169006
820,train,2.2077980041503906,9.09566570724186,0.3291015625,,,,2.2093238830566406,0.0,0.0,0.75,0.6173370480537415,0.748046875,5.984375,0.748046875,0.251953125,0.5989817380905151,0.01,2.1141719818115234,0.010336644947528839,2.1141467094421387,3362816,0.32071620877832174,12771.415625055437,,1.5258584022521973,0.7794931530952454,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6487725377082825,0.6487725377082825,0.6286733746528625,0.6286733746528625,0.19190239906311035,0.19190239906311035,1.0,1.0,0.6487725377082825,0.6640625,0.6286733746528625,0.328125,0.19190239906311035
840,train,2.1781296730041504,8.829776236403806,0.34912109375,,,,2.179698944091797,0.0,0.0,0.75,0.6074024438858032,0.748046875,5.984375,0.748046875,0.251953125,0.6144864559173584,0.01,3.161207437515259,0.016171853989362717,3.161166191101074,3444736,0.31428062496706843,13032.938318832716,,1.569385051727295,0.7874013781547546,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.631684422492981,0.631684422492981,0.5982484221458435,0.5982484221458435,0.1996767222881317,0.1996767222881317,1.0,1.0,0.631684422492981,0.6640625,0.5982484221458435,0.328125,0.1996767222881317
860,train,2.1566715240478516,8.642323964734468,0.3486328125,,,,2.158189535140991,0.0,0.0,0.75,0.61553955078125,0.748046875,5.984375,0.748046875,0.251953125,0.604385256767273,0.01,2.084002733230591,0.01005971897393465,2.0839786529541016,3526656,0.32902050018310547,12449.0723153132,,1.5181245803833008,0.7945714592933655,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.648832380771637,0.648832380771637,0.6175957322120667,0.6175957322120667,0.19573016464710236,0.19573016464710236,1.0,1.0,0.648832380771637,0.6640625,0.6175957322120667,0.328125,0.19573016464710236
880,train,2.1003754138946533,8.169236181742942,0.37744140625,,,,2.1019136905670166,0.0,0.0,0.75,0.6052199602127075,0.748046875,5.984375,0.748046875,0.251953125,0.6021254062652588,0.01,1.7093127965927124,0.010381906293332577,1.709281325340271,3608576,0.3137179999612272,13056.311721055949,,1.5381920337677002,0.7978649735450745,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6423635482788086,0.6423635482788086,0.5907655954360962,0.5907655954360962,0.18775081634521484,0.18775081634521484,1.0,1.0,0.6423635482788086,0.6640625,0.5907655954360962,0.328125,0.18775081634521484
900,train,2.1763007640838623,8.813642138276148,0.34228515625,,,,2.177827835083008,0.0,0.0,0.75,0.6106292009353638,0.748046875,5.984375,0.748046875,0.251953125,0.5994573831558228,0.01,2.752798557281494,0.014714734628796577,2.7527592182159424,3690496,0.32599808415398,12564.491017270271,,1.52701735496521,0.7988740801811218,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6553946733474731,0.6553946733474731,0.6038165092468262,0.6038165092468262,0.1833055317401886,0.1833055317401886,1.0,1.0,0.6553946733474731,0.6640625,0.6038165092468262,0.328125,0.1833055317401886
920,train,2.1266021728515625,8.386323069350626,0.371337890625,,,,2.128119945526123,0.0,0.0,0.75,0.6103240251541138,0.748046875,5.984375,0.748046875,0.251953125,0.5944287180900574,0.01,2.094902276992798,0.011318359524011612,2.0948715209960938,3772416,0.3313782918266952,12360.495847272136,,1.5177900791168213,0.8008195757865906,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6682745218276978,0.6682745218276978,0.5973508358001709,0.5973508358001709,0.17567095160484314,0.17567095160484314,1.0,1.0,0.6682745218276978,0.6640625,0.5973508358001709,0.328125,0.17567095160484314
940,train,2.094980478286743,8.125282349232203,0.37646484375,,,,2.0964713096618652,0.0,0.0,0.75,0.6173735857009888,0.748046875,5.984375,0.748046875,0.251953125,0.5813584923744202,0.01,1.7392215728759766,0.00887922290712595,1.739198923110962,3854336,0.3339185412041843,12266.464704921493,,1.4909394979476929,0.7993872761726379,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6893261075019836,0.6893261075019836,0.6126577854156494,0.6126577854156494,0.1675104796886444,0.1675104796886444,1.0,1.0,0.6893261075019836,0.6640625,0.6126577854156494,0.328125,0.1675104796886444
960,train,2.0862464904785156,8.054625240576474,0.376708984375,,,,2.087739944458008,0.0,0.0,0.75,0.6152046918869019,0.748046875,5.984375,0.748046875,0.251953125,0.5790500640869141,0.01,2.093247652053833,0.00835331715643406,2.093230962753296,3936256,0.31982750026509166,12806.903710922285,,1.493509292602539,0.8055338859558105,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.691344141960144,0.691344141960144,0.6074038147926331,0.6074038147926331,0.16207078099250793,0.16207078099250793,1.0,1.0,0.691344141960144,0.6640625,0.6074038147926331,0.328125,0.16207078099250793
980,train,2.0747761726379395,7.962763975102617,0.386962890625,,,,2.0762600898742676,0.0,0.0,0.75,0.6253714561462402,0.748046875,5.984375,0.748046875,0.251953125,0.5554451942443848,0.01,1.9173974990844727,0.010059618391096592,1.917371153831482,4018176,0.32872779201716185,12460.157307862064,,1.4840102195739746,0.7909907698631287,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.7186936140060425,0.7186936140060425,0.6346597671508789,0.6346597671508789,0.14813250303268433,0.14813250303268433,1.0,1.0,0.7186936140060425,0.6640625,0.6346597671508789,0.328125,0.14813250303268433
999,train,2.0975003242492676,8.145782627078047,0.378662109375,,,,2.0989770889282227,0.0,0.0,0.75,0.6181131601333618,0.748046875,5.984375,0.748046875,0.251953125,0.5728403925895691,0.01,2.70487117767334,0.010758434422314167,2.7048499584198,4096000,0.3258942919783294,12568.49260886216,,1.4768195152282715,0.8099207282066345,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.6979565620422363,0.6979565620422363,0.612092137336731,0.612092137336731,0.16240403056144714,0.16240403056144714,1.0,1.0,0.6979565620422363,0.6640625,0.612092137336731,0.328125,0.16240403056144714
999,validation,,,,2.1752753257751465,8.80460892428164,0.3583251953125,,1.321049439907074,,0.75,0.6233347475528717,0.685888671875,5.487109375,0.685888671875,0.314111328125,0.5598650455474854,,,,,,,,5.1622957908548415,1.4021301925182343,0.8225751161575318,1.7435545921325684,502755488.49578124,0.6810582341061143,1.0,1.0,1.0,0.724804699420929,0.724804699420929,0.01875000074505806,0.01875000074505806,1.0,1.0,0.7113403677940369,0.7113403677940369,0.6141425371170044,0.6141425371170044,0.16785618662834167,0.16785618662834167,1.0,1.0,0.7113403677940369,0.724804699420929,0.6141425371170044,0.01875000074505806,0.16785618662834167
999,validation_oracle_topk,,,,2.1746763229370116,8.7993365177982,0.35880126953125,,0.6207275390625,,0.75,0.6181369841098785,0.748046875,5.984375,0.748046875,0.251953125,0.5580202907323837,,,,,,,,2.996726666111499,1.4795260071754455,0.805321455001831,1.9921875,544852224.0,0.7380846196954901,,,,,,,,,,,,,,,,,1.0,0.7113403677940369,0.6640625,0.6141425371170044,0.328125,0.14706507325172424
